数据统计日,仪表数量,该运维内容对应次数,单位该运维内容对应次数
2023-06-24,0,0,0.0
2023-06-25,84,2,0.023809523809523808
2023-06-26,102,4,0.0392156862745098
2023-06-27,0,0,0.0
2023-06-28,0,0,0.0
2023-06-29,18,2,0.1111111111111111
2023-06-30,84,2,0.023809523809523808
2023-07-01,0,0,0.0
2023-07-02,0,0,0.0
2023-07-03,0,0,0.0
2023-07-04,102,6,0.058823529411764705
2023-07-05,0,0,0.0
2023-07-06,0,0,0.0
2023-07-07,0,0,0.0
2023-07-08,102,6,0.058823529411764705
2023-07-09,0,0,0.0
2023-07-10,0,0,0.0
2023-07-11,0,0,0.0
2023-07-12,0,0,0.0
2023-07-13,0,0,0.0
2023-07-14,0,0,0.0
2023-07-15,102,4,0.0392156862745098
2023-07-16,0,0,0.0
2023-07-17,102,4,0.0392156862745098
2023-07-18,84,2,0.023809523809523808
2023-07-19,0,0,0.0
2023-07-20,0,0,0.0
2023-07-21,0,0,0.0
2023-07-22,0,0,0.0
2023-07-23,0,0,0.0
2023-07-24,84,2,0.023809523809523808
2023-07-25,0,0,0.0
2023-07-26,105,4,0.0380952380952381
2023-07-27,0,0,0.0
2023-07-28,0,0,0.0
2023-07-29,0,0,0.0
2023-07-30,0,0,0.0
2023-07-31,0,0,0.0
2023-08-01,0,0,0.0
2023-08-02,105,9,0.08571428571428572
2023-08-03,0,0,0.0
2023-08-04,0,0,0.0
2023-08-05,0,0,0.0
2023-08-06,18,4,0.2222222222222222
2023-08-07,0,0,0.0
2023-08-08,0,0,0.0
2023-08-09,0,0,0.0
2023-08-10,0,0,0.0
2023-08-11,84,4,0.047619047619047616
2023-08-12,84,4,0.047619047619047616
2023-08-13,0,0,0.0
2023-08-14,0,0,0.0
2023-08-15,102,4,0.0392156862745098
2023-08-16,0,0,0.0
2023-08-17,0,0,0.0
2023-08-18,0,0,0.0
2023-08-19,84,2,0.023809523809523808
2023-08-20,0,0,0.0
2023-08-21,84,2,0.023809523809523808
2023-08-22,102,4,0.0392156862745098
2023-08-23,0,0,0.0
2023-08-24,0,0,0.0
2023-08-25,0,0,0.0
2023-08-26,0,0,0.0
2023-08-27,84,4,0.047619047619047616
2023-08-28,0,0,0.0
2023-08-29,0,0,0.0
2023-08-30,0,0,0.0
2023-08-31,0,0,0.0
2023-09-01,0,0,0.0
2023-09-02,84,2,0.023809523809523808
2023-09-03,0,0,0.0
2023-09-04,0,0,0.0
2023-09-05,0,0,0.0
2023-09-06,0,0,0.0
2023-09-07,0,0,0.0
2023-09-08,84,2,0.023809523809523808
2023-09-09,18,2,0.1111111111111111
2023-09-10,0,0,0.0
2023-09-11,118,3,0.025423728813559324
2023-09-12,0,0,0.0
2023-09-13,0,0,0.0
2023-09-14,93,5,0.053763440860215055
2023-09-15,0,0,0.0
2023-09-16,0,0,0.0
2023-09-17,0,0,0.0
2023-09-18,84,6,0.07142857142857142
2023-09-19,0,0,0.0
2023-09-20,0,0,0.0
2023-09-21,84,2,0.023809523809523808
2023-09-22,0,0,0.0
2023-09-23,0,0,0.0
2023-09-24,0,0,0.0
2023-09-25,0,0,0.0
2023-09-26,21,2,0.09523809523809523
2023-09-27,84,2,0.023809523809523808
2023-09-28,0,0,0.0
2023-09-29,18,2,0.1111111111111111
2023-09-30,0,0,0.0
2023-10-01,0,0,0.0
2023-10-02,84,8,0.09523809523809523
2023-10-03,0,0,0.0
2023-10-04,0,0,0.0
2023-10-05,0,0,0.0
2023-10-06,84,6,0.07142857142857142
2023-10-07,0,0,0.0
2023-10-08,0,0,0.0
2023-10-09,84,4,0.047619047619047616
2023-10-10,0,0,0.0
2023-10-11,84,2,0.023809523809523808
2023-10-12,0,0,0.0
2023-10-13,0,0,0.0
2023-10-14,0,0,0.0
2023-10-15,0,0,0.0
2023-10-16,0,0,0.0
2023-10-17,0,0,0.0
2023-10-18,0,0,0.0
2023-10-19,0,0,0.0
2023-10-20,0,0,0.0
2023-10-21,0,0,0.0
2023-10-22,0,0,0.0
2023-10-23,0,0,0.0
2023-10-24,0,0,0.0
2023-10-25,0,0,0.0
2023-10-26,0,0,0.0
2023-10-27,84,2,0.023809523809523808
2023-10-28,0,0,0.0
2023-10-29,0,0,0.0
2023-10-30,0,0,0.0
2023-10-31,84,4,0.047619047619047616
2023-11-01,0,0,0.0
2023-11-02,0,0,0.0
2023-11-03,0,0,0.0
2023-11-04,0,0,0.0
2023-11-05,0,0,0.0
2023-11-06,84,10,0.11904761904761904
2023-11-07,0,0,0.0
2023-11-08,93,10,0.10752688172043011
2023-11-09,0,0,0.0
2023-11-10,0,0,0.0
2023-11-11,0,0,0.0
2023-11-12,0,0,0.0
2023-11-13,0,0,0.0
2023-11-14,0,0,0.0
2023-11-15,0,0,0.0
2023-11-16,0,0,0.0
2023-11-17,0,0,0.0
2023-11-18,0,0,0.0
2023-11-19,93,4,0.043010752688172046
2023-11-20,0,0,0.0
2023-11-21,0,0,0.0
2023-11-22,0,0,0.0
2023-11-23,18,3,0.16666666666666666
2023-11-24,0,0,0.0
2023-11-25,0,0,0.0
2023-11-26,0,0,0.0
2023-11-27,0,0,0.0
2023-11-28,84,6,0.07142857142857142
2023-11-29,0,0,0.0
2023-11-30,0,0,0.0
2023-12-01,0,0,0.0
2023-12-02,84,10,0.11904761904761904
2023-12-03,0,0,0.0
2023-12-04,0,0,0.0
2023-12-05,0,0,0.0
2023-12-06,0,0,0.0
2023-12-07,0,0,0.0
2023-12-08,0,0,0.0
2023-12-09,118,2,0.01694915254237288
2023-12-10,84,4,0.047619047619047616
2023-12-11,0,0,0.0
2023-12-12,0,0,0.0
2023-12-13,0,0,0.0
2023-12-14,0,0,0.0
2023-12-15,0,0,0.0
2023-12-16,0,0,0.0
2023-12-17,0,0,0.0
2023-12-18,84,2,0.023809523809523808
2023-12-19,84,2,0.023809523809523808
2023-12-20,0,0,0.0
2023-12-21,0,0,0.0
2023-12-22,84,2,0.023809523809523808
2023-12-23,0,0,0.0
2023-12-24,0,0,0.0
2023-12-25,0,0,0.0
2023-12-26,84,2,0.023809523809523808
2023-12-27,0,0,0.0
2023-12-28,84,4,0.047619047619047616
2023-12-29,0,0,0.0
2023-12-30,0,0,0.0
2023-12-31,0,0,0.0
2024-01-01,0,0,0.0
2024-01-02,0,0,0.0
2024-01-03,84,6,0.07142857142857142
2024-01-04,0,0,0.0
2024-01-05,0,0,0.0
2024-01-06,0,0,0.0
2024-01-07,84,8,0.09523809523809523
2024-01-08,0,0,0.0
2024-01-09,0,0,0.0
2024-01-10,0,0,0.0
2024-01-11,0,0,0.0
2024-01-12,0,0,0.0
2024-01-13,0,0,0.0
2024-01-14,0,0,0.0
2024-01-15,0,0,0.0
2024-01-16,84,6,0.07142857142857142
2024-01-17,0,0,0.0
2024-01-18,0,0,0.0
2024-01-19,0,0,0.0
2024-01-20,0,0,0.0
2024-01-21,0,0,0.0
2024-01-22,0,0,0.0
2024-01-23,0,0,0.0
2024-01-24,0,0,0.0
2024-01-25,0,0,0.0
2024-01-26,0,0,0.0
2024-01-27,0,0,0.0
2024-01-28,0,0,0.0
2024-01-29,0,0,0.0
2024-01-30,0,0,0.0
2024-01-31,0,0,0.0
2024-02-01,0,0,0.0
2024-02-02,0,0,0.0
2024-02-03,0,0,0.0
2024-02-04,0,0,0.0
2024-02-05,0,0,0.0
2024-02-06,0,0,0.0
2024-02-07,0,0,0.0
2024-02-08,0,0,0.0
2024-02-09,0,0,0.0
2024-02-10,0,0,0.0
2024-02-11,0,0,0.0
2024-02-12,0,0,0.0
2024-02-13,0,0,0.0
2024-02-14,0,0,0.0
2024-02-15,0,0,0.0
2024-02-16,102,7,0.06862745098039216
2024-02-17,0,0,0.0
2024-02-18,0,0,0.0
2024-02-19,0,0,0.0
2024-02-20,0,0,0.0
2024-02-21,0,0,0.0
2024-02-22,0,0,0.0
2024-02-23,0,0,0.0
2024-02-24,84,2,0.023809523809523808
